ID: 100101 | 遊戲名: 日和 | Profile名: 日和 | 聲優: 東山奈央 | 種族: 獸人族 | 公會: 破曉之星
ID: 121001 | 遊戲名: 貪吃佩可（超載） | Profile名: 貪吃佩可（超載） | 聲優: M・A・O | 種族: 人族 | 公會: 美食殿堂
ID: 121101 | 遊戲名: 凱留（超載） | Profile名: 凱留（超載） | 聲優: 立花理香 | 種族: 獸人族 | 公會: 美食殿堂
ID: 121201 | 遊戲名: 拉比林斯達（超載） | Profile名: 拉比林斯達（超載） | 聲優: 沢城みゆき | 種族: 人族 | 公會: 拉比林斯
ID: 121301 | 遊戲名: 胡桃（舞台） | Profile名: 胡桃（舞台） | 聲優: 植田佳奈 | 種族: 人族 | 公會: 咲戀育幼院
ID: 121401 | 遊戲名: 美咲（舞台） | Profile名: 美咲（舞台） | 聲優: 久野美咲 | 種族: 魔族 | 公會: 月光學院
ID: 121501 | 遊戲名: 步未（怪盜） | Profile名: 步未（怪盜） | 聲優: 大関英里 | 種族: 精靈族 | 公會: 純白之翼 蘭德索爾分部
ID: 121601 | 遊戲名: 祈梨（怪盜） | Profile名: 祈梨（怪盜） | 聲優: 藤田茜 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 121701 | 遊戲名: 秋乃（秋乃＆咲戀） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 121801 | 遊戲名: 咲戀（秋乃＆咲戀） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 121901 | 遊戲名: 杏奈（海盜） | Profile名: 杏奈（海盜） | 聲優: 髙野麻美 | 種族: 魔族 | 公會: 暮光流星群
ID: 122001 | 遊戲名: 忍（海盜） | Profile名: 忍（海盜） | 聲優: 大坪由佳 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 122101 | 遊戲名: 碧（露營） | Profile名: 碧（露營） | 聲優: 花澤香菜 | 種族: 精靈族 | 公會: 森林守衛
ID: 122201 | 遊戲名: 優花梨（露營） | Profile名: 優花梨（露營） | 聲優: 今井麻美 | 種族: 精靈族 | 公會: 墨丘利財團
ID: 122301 | 遊戲名: 班比 | Profile名: 班比 | 聲優: 釘宮理惠 | 種族: 魔族 | 公會: ？？？
ID: 122401 | 遊戲名: 日和（夏日） | Profile名: 日和（夏日） | 聲優: 東山奈央 | 種族: 獸人族 | 公會: 破曉之星
ID: 122501 | 遊戲名: 怜（夏日） | Profile名: 怜（夏日） | 聲優: 早見沙織 | 種族: 魔族 | 公會: 破曉之星
ID: 122601 | 遊戲名: 優衣（夏日） | Profile名: 優衣（夏日） | 聲優: 種田梨沙 | 種族: 人族 | 公會: 破曉之星
ID: 122701 | 遊戲名: 鏡華（夏日） | Profile名: 鏡華（夏日） | 聲優: 小倉唯 | 種族: 精靈族 | 公會: 小小甜心
ID: 122801 | 遊戲名: 禊（夏日） | Profile名: 禊（夏日） | 聲優: 諸星すみれ | 種族: 人族 | 公會: 小小甜心
ID: 122901 | 遊戲名: 美美（夏日） | Profile名: 美美（夏日） | 聲優: 日高里菜 | 種族: 獸人族 | 公會: 小小甜心
ID: 123001 | 遊戲名: 愛梅斯 | Profile名: 愛梅斯 | 聲優: 相坂優歌 | 種族: ？？？ | 公會: ？？？
ID: 123101 | 遊戲名: 真步（探險家） | Profile名: 真步（探險家） | 聲優: 内田真礼 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 123201 | 遊戲名: 綾音（探險家） | Profile名: 綾音（探險家） | 聲優: 芹澤優 | 種族: 人族 | 公會: 咲戀育幼院
ID: 123301 | 遊戲名: 涅婭 | Profile名: 涅婭 | 聲優: 和氣杏未 | 種族: 魔族？ | 公會: 憤怒‧軍團
ID: 123401 | 遊戲名: 純（露營） | Profile名: 純（露營） | 聲優: 川澄綾子 | 種族: 人族 | 公會: 王宮騎士團
ID: 123501 | 遊戲名: 鈴（萬聖節） | Profile名: 鈴（萬聖節） | 聲優: 小岩井ことり | 種族: 獸人族 | 公會: 伊麗莎白牧場
ID: 123601 | 遊戲名: 智（萬聖節） | Profile名: 智（萬聖節） | 聲優: 茅原実里 | 種族: 人族 | 公會: 王宮騎士團
ID: 123701 | 遊戲名: 七七香（萬聖節） | Profile名: 七七香（萬聖節） | 聲優: 佳村はるか | 種族: 魔族 | 公會: 暮光流星群
ID: 123801 | 遊戲名: 克莉絲提娜（狂野） | Profile名: 克莉絲提娜（狂野） | 聲優: たかはし智秋 | 種族: 人族 | 公會: 王宮騎士團
ID: 123901 | 遊戲名: 茉莉（狂野） | Profile名: 茉莉（狂野） | 聲優: 下田麻美 | 種族: 獸人族 | 公會: 王宮騎士團
ID: 124001 | 遊戲名: 茜里（聖誕節） | Profile名: 茜里（聖誕節） | 聲優: 浅倉杏美 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 124101 | 遊戲名: 依里（聖誕節） | Profile名: 依里（聖誕節） | 聲優: 原紗友里 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 124201 | 遊戲名: 純（聖誕節） | Profile名: 純（聖誕節） | 聲優: 川澄綾子 | 種族: 人族 | 公會: 王宮騎士團
ID: 124301 | 遊戲名: 安（安＆古蕾婭） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 124401 | 遊戲名: 古蕾婭（安＆古蕾婭） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 124501 | 遊戲名: 帆稀（新年） | Profile名: 帆稀（新年） | 聲優: 大西沙織 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 124601 | 遊戲名: 美里（新年） | Profile名: 美里（新年） | 聲優: 國府田マリ子 | 種族: 精靈族 | 公會: 森林守衛
ID: 124701 | 遊戲名: 深月（新年） | Profile名: 深月（新年） | 聲優: 三石琴乃 | 種族: 人族 | 公會: 暮光流星群
ID: 124801 | 遊戲名: 望（解放者） | Profile名: 望（解放者） | 聲優: 日笠陽子 | 種族: 人族 | 公會: 慈樂之音
ID: 124901 | 遊戲名: 嘉夜（解放者） | Profile名: 嘉夜（解放者） | 聲優: 小市眞琴 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 125001 | 遊戲名: 矛依未（解放者） | Profile名: 矛依未（解放者） | 聲優: 潘めぐみ | 種族: 人族 | 公會: ？？？
ID: 125101 | 遊戲名: 珠希（咖啡廳） | Profile名: 珠希（咖啡廳） | 聲優: 沼倉愛美 | 種族: 獸人族 | 公會: 墨丘利財團
ID: 125201 | 遊戲名: 莫妮卡（咖啡廳） | Profile名: 莫妮卡（咖啡廳） | 聲優: 辻あゆみ | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 125301 | 遊戲名: 可可蘿（遊俠） | Profile名: 可可蘿（遊俠） | 聲優: 伊藤美来 | 種族: 精靈族 | 公會: 美食殿堂
ID: 125401 | 遊戲名: 栞（遊俠） | Profile名: 栞（遊俠） | 聲優: 小清水亜美 | 種族: 獸人族 | 公會: 伊麗莎白牧場
ID: 125501 | 遊戲名: 吉塔（術士） | Profile名: 吉塔（術士） | 聲優: 金元寿子 | 種族: 人族 | 公會: ？？？
ID: 125601 | 遊戲名: 碧卡拉 | Profile名: 碧卡拉 | 聲優: 種﨑敦美 | 種族: 人族 | 公會: ？？？
ID: 125701 | 遊戲名: 花凜（鍊金術師） | Profile名: 花凜（鍊金術師） | 聲優: 洲崎綾 | 種族: 人族 | 公會: ？？？
ID: 125801 | 遊戲名: 莉莉（墮落） | Profile名: 莉莉（墮落） | 聲優: 鈴木みのり | 種族: 人族 | 公會: 幻變少女
ID: 125901 | 遊戲名: 嘉夜（解放者） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 126001 | 遊戲名: 可璃亞（墮落） | Profile名: 可璃亞（墮落） | 聲優: 前田佳織里 | 種族: 人族 | 公會: 幻變少女
ID: 126101 | 遊戲名: 普蕾西亞（墮落） | Profile名: 普蕾西亞（墮落） | 聲優: 高尾奏音 | 種族: 獸人族 | 公會: 幻變少女
ID: 126201 | 遊戲名: 伊莉亞（祭服） | Profile名: 伊莉亞（祭服） | 聲優: 丹下桜 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 126301 | 遊戲名: 雪（祭服） | Profile名: 雪（祭服） | 聲優: 大空直美 | 種族: 精靈族 | 公會: 純白之翼 蘭德索爾分部
ID: 126401 | 遊戲名: 克蘿茜 | Profile名: 克蘿茜 | 聲優: 長谷川育美 | 種族: 機械人族 | 公會: ？？？
ID: 126501 | 遊戲名: 萊拉耶爾 | Profile名: 萊拉耶爾 | 聲優: 河瀨茉希 | 種族: 天使族 | 公會: 吉歐‧提格尼亞
ID: 126601 | 遊戲名: 似似花（夏日） | Profile名: 似似花（夏日） | 聲優: 井口裕香 | 種族: 精靈族 | 公會: ？？？
ID: 126701 | 遊戲名: 秋乃（夏日） | Profile名: 秋乃（夏日） | 聲優: 松嵜麗 | 種族: 人族 | 公會: 墨丘利財團
ID: 126801 | 遊戲名: 優花梨（夏日） | Profile名: 優花梨（夏日） | 聲優: 今井麻美 | 種族: 精靈族 | 公會: 墨丘利財團
ID: 126901 | 遊戲名: 蘭法（夏日） | Profile名: 蘭法（夏日） | 聲優: 原田彩楓 | 種族: 魔族 | 公會: 憤怒‧軍團
ID: 127001 | 遊戲名: 空花（夏日） | Profile名: 空花（夏日） | 聲優: 長妻樹里 | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 127101 | 遊戲名: 忍（夏日） | Profile名: 忍（夏日） | 聲優: 大坪由佳 | 種族: 魔族 | 公會: 惡魔偽王國軍
ID: 127201 | 遊戲名: 凱留（插班生） | Profile名: 凱留（插班生） | 聲優: 立花理香 | 種族: 獸人族 | 公會: 美食殿堂
ID: 127301 | 遊戲名: 鈴奈（插班生） | Profile名: 鈴奈（插班生） | 聲優: 上坂すみれ | 種族: 魔族 | 公會: 月光學院
ID: 127401 | 遊戲名: 碧卡拉（合作） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 127501 | 遊戲名: 咲戀（薩拉薩利亞） | Profile名: 咲戀（薩拉薩利亞） | 聲優: 堀江由衣 | 種族: 精靈族 | 公會: 咲戀育幼院
ID: 127601 | 遊戲名: 流夏（薩拉薩利亞） | Profile名: 流夏（薩拉薩利亞） | 聲優: 佐藤利奈 | 種族: 人族 | 公會: 暮光流星群
ID: 127701 | 遊戲名: 琳德 | Profile名: 琳德 | 聲優: 豐田萌繪 | 種族: 龍人族 | 公會: ？？？
ID: 127801 | 遊戲名: 烏爾姆 | Profile名: 烏爾姆 | 聲優: 關根明良 | 種族: 龍人族 | 公會: ？？？
ID: 127901 | 遊戲名: 貪吃佩可（聖誕節） | Profile名: 貪吃佩可（聖誕節） | 聲優: M・A・O | 種族: 人族 | 公會: 美食殿堂
ID: 128001 | 遊戲名: 克蕾琪塔（聖誕節） | Profile名: 克蕾琪塔（聖誕節） | 聲優: Lynn | 種族: 人族 | 公會: 里士滿工商會
ID: 128101 | 遊戲名: 靜流（靜流＆璃乃） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 128201 | 遊戲名: 璃乃（靜流＆璃乃） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 128301 | 遊戲名: 祈梨（新年） | Profile名: 祈梨（新年） | 聲優: 藤田茜 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 128401 | 遊戲名: 初音（新年） | Profile名: 初音（新年） | 聲優: 大橋彩香 | 種族: 精靈族 | 公會: 森林守衛
ID: 128501 | 遊戲名: 霞（新年） | Profile名: 霞（新年） | 聲優: 水瀬いのり | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 128601 | 遊戲名: 莉莉（墮落） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 128701 | 遊戲名: 日和（星素） | Profile名: 日和（星素） | 聲優: 東山奈央 | 種族: 獸人族 | 公會: 破曉之星
ID: 128801 | 遊戲名: 怜（星素） | Profile名: 怜（星素） | 聲優: 早見沙織 | 種族: 魔族 | 公會: 破曉之星
ID: 128901 | 遊戲名: 優衣（星素） | Profile名: 優衣（星素） | 聲優: 種田梨沙 | 種族: 人族 | 公會: 破曉之星
ID: 129001 | 遊戲名: 厄莉絲 | Profile名: 厄莉絲 | 聲優: 桑島法子 | 種族: 人族 | 公會: ？？？
ID: 129301 | 遊戲名: 優妮（冬日） | Profile名: 優妮（冬日） | 聲優: 小原好美 | 種族: 人族 | 公會: 聖德蕾莎女子學院（好朋友社）
ID: 129401 | 遊戲名: 克蘿依（冬日） | Profile名: 克蘿依（冬日） | 聲優: 種﨑敦美 | 種族: 精靈族 | 公會: 聖德蕾莎女子學院（好朋友社）
ID: 129501 | 遊戲名: 琪愛兒（冬日） | Profile名: 琪愛兒（冬日） | 聲優: 佐倉綾音 | 種族: 人族 | 公會: 聖德蕾莎女子學院（好朋友社）
ID: 129601 | 遊戲名: 安涅默涅 | Profile名: 安涅默涅 | 聲優: 立花日菜 | 種族: 妖魔人 | 公會: ？？？
ID: 129701 | 遊戲名: 涅妃‧涅羅 | Profile名: 涅妃‧涅羅 | 聲優: 大久保瑠美 | 種族: 妖魔人 | 公會: ？？？
ID: 129801 | 遊戲名: 真琴（指揮官） | Profile名: 真琴（指揮官） | 聲優: 小松未可子 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 129901 | 遊戲名: 惠理子（指揮官） | Profile名: 惠理子（指揮官） | 聲優: 橋本ちなみ | 種族: 魔族 | 公會: 暮光流星群
ID: 130001 | 遊戲名: 倭 | Profile名: 倭 | 聲優: ファイルーズあい | 種族: 精靈族 | 公會: 蠻賊三姊妹
ID: 130101 | 遊戲名: 若菜 | Profile名: 若菜 | 聲優: 石見舞菜香 | 種族: 人族 | 公會: 蠻賊三姊妹
ID: 130201 | 遊戲名: 布武機 | Profile名: 布武機 | 聲優: 花井美春 | 種族: 獸人族 | 公會: 蠻賊三姊妹
ID: 130601 | 遊戲名: 怜（星素） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 130701 | 遊戲名: 鏡華（春日） | Profile名: 鏡華（春日） | 聲優: 小倉唯 | 種族: 精靈族 | 公會: 小小甜心
ID: 130801 | 遊戲名: 鈴莓（春日） | Profile名: 鈴莓（春日） | 聲優: 悠木碧 | 種族: 人族 | 公會: 咲戀育幼院
ID: 130901 | 遊戲名: 庫露露 | Profile名: 庫露露 | 聲優: 田中美海 | 種族: 寶石兔族 | 公會: 吉歐‧提格尼亞
ID: 131001 | 遊戲名: 真步（夢想樂園） | Profile名: 真步（夢想樂園） | 聲優: 内田真礼 | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 131101 | 遊戲名: 涅婭（夏日） | Profile名: 涅婭（夏日） | 聲優: 和氣杏未 | 種族: 魔族？ | 公會: 憤怒‧軍團
ID: 131201 | 遊戲名: 美空（夏日） | Profile名: 美空（夏日） | 聲優: 鬼頭明里 | 種族: 人族 | 公會: 憤怒‧軍團
ID: 131301 | 遊戲名: 莉莉 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 131401 | 遊戲名: 可璃亞 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 131501 | 遊戲名: 普蕾西亞 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 131601 | 遊戲名: 莉莉（夏日） | Profile名: 莉莉（夏日） | 聲優: 鈴木みのり | 種族: 人族 | 公會: 幻變少女
ID: 131701 | 遊戲名: 愛梅斯（夏日） | Profile名: 愛梅斯（夏日） | 聲優: 相坂優歌 | 種族: ？？？ | 公會: ？？？
ID: 131801 | 遊戲名: 帆稀（夏日） | Profile名: 帆稀（夏日） | 聲優: 大西沙織 | 種族: 龍人族 | 公會: 龍族巢穴
ID: 131901 | 遊戲名: 愛蜜莉雅（夏日） | Profile名: 愛蜜莉雅（夏日） | 聲優: 高橋李依 | 種族: 半妖精族 | 公會: ？？？
ID: 132001 | 遊戲名: 艾姬多娜（夏日） | Profile名: 艾姬多娜（夏日） | 聲優: 坂本真綾 | 種族: ？？？ | 公會: ？？？
ID: 132101 | 遊戲名: 雷姆（夏日） | Profile名: 雷姆（夏日） | 聲優: 水瀬いのり | 種族: 鬼族 | 公會: ？？？
ID: 132201 | 遊戲名: 望（鍊金術師） | Profile名: 望（鍊金術師） | 聲優: 日笠陽子 | 種族: 人族 | 公會: 慈樂之音
ID: 132301 | 遊戲名: 露易絲瑪莉 | Profile名: 露易絲瑪莉 | 聲優: 鈴代紗弓 | 種族: 獸人族 | 公會: 阿爾克絲鍊金堂
ID: 132401 | 遊戲名: 彩羽 | Profile名: 彩羽 | 聲優: 青山吉能 | 種族: 人族 | 公會: 阿爾克絲鍊金堂
ID: 132501 | 遊戲名: 苑 | Profile名: 苑 | 聲優: 井上ほの花 | 種族: 精靈族 | 公會: 阿爾克絲鍊金堂
ID: 132801 | 遊戲名: 萊拉耶爾（聖誕節） | Profile名: 萊拉耶爾（聖誕節） | 聲優: 河瀨茉希 | 種族: 天使族 | 公會: ？？？
ID: 132901 | 遊戲名: 伊緒（聖誕節） | Profile名: 伊緒（聖誕節） | 聲優: 伊藤静 | 種族: 魔族 | 公會: 月光學院
ID: 133001 | 遊戲名: 格蕾斯 | Profile名: 格蕾斯 | 聲優: 富田美憂 | 種族: 人族 | 公會: ？？？
ID: 133101 | 遊戲名: 薇歐莉特 | Profile名: 薇歐莉特 | 聲優: 長縄まりあ | 種族: 人族 | 公會: ？？？
ID: 133201 | 遊戲名: 莫妮卡（新年） | Profile名: 莫妮卡（新年） | 聲優: 辻あゆみ | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 133501 | 遊戲名: 咲戀（新年） | Profile名: 咲戀（新年） | 聲優: 堀江由衣 | 種族: 精靈族 | 公會: 咲戀育幼院
ID: 133601 | 遊戲名: 梅杜莎 | Profile名: 梅杜莎 | 聲優: 水橋かおり | 種族: 妖魔人 | 公會: ？？？
ID: 133701 | 遊戲名: 拉比林斯達（始源） | Profile名: 拉比林斯達（始源） | 聲優: 沢城みゆき | 種族: 人族 | 公會: 拉比林斯
ID: 133801 | 遊戲名: 似似花（始源） | Profile名: 似似花（始源） | 聲優: 井口裕香 | 種族: 精靈族 | 公會: ？？？
ID: 133901 | 遊戲名: 克莉絲提娜（始源） | Profile名: 克莉絲提娜（始源） | 聲優: たかはし智秋 | 種族: 人族 | 公會: 王宮騎士團
ID: 134001 | 遊戲名: 菲歐 | Profile名: 菲歐 | 聲優: 相坂優歌 | 種族: ？？？ | 公會: ？？？
ID: 134101 | 遊戲名: 布武機 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 134201 | 遊戲名: 萊拉耶爾（聖誕節） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 134301 | 遊戲名: 蘭法（祭服） | Profile名: 蘭法（祭服） | 聲優: 原田彩楓 | 種族: 魔族 | 公會: 憤怒‧軍團
ID: 134401 | 遊戲名: 千歌（祭服） | Profile名: 千歌（祭服） | 聲優: 福原綾香 | 種族: 人族 | 公會: 慈樂之音
ID: 134501 | 遊戲名: 克蘿茜（航空） | Profile名: 克蘿茜（航空） | 聲優: 長谷川育美 | 種族: 機械人族 | 公會: ？？？
ID: 134601 | 遊戲名: 碧（駕駛員） | Profile名: 碧（駕駛員） | 聲優: 花澤香菜 | 種族: 精靈族 | 公會: 森林守衛
ID: 134701 | 遊戲名: 鳳凰 | Profile名: 鳳凰 | 聲優: 篠田みなみ | 種族: 妖魔人 | 公會: ？？？
ID: 134801 | 遊戲名: 紡希（吉歐‧格黑納） | Profile名: 紡希（吉歐‧格黑納） | 聲優: 木戸衣吹 | 種族: 人族 | 公會: 慈樂之音
ID: 134901 | 遊戲名: 華音 | Profile名: 華音 | 聲優: 幸村惠理 | 種族: 妖魔人 | 公會: ？？？
ID: 135001 | 遊戲名: 厄莉絲（夏日） | Profile名: 厄莉絲（夏日） | 聲優: 桑島法子 | 種族: 人族 | 公會: ？？？
ID: 135101 | 遊戲名: 雪菲（夏日） | Profile名: 雪菲（夏日） | 聲優: 近藤玲奈 | 種族: 龍人族 | 公會: 美食殿堂
ID: 135201 | 遊戲名: 普蕾西亞（夏日） | Profile名: 普蕾西亞（夏日） | 聲優: 高尾奏音 | 種族: 獸人族 | 公會: 幻變少女
ID: 135301 | 遊戲名: 可璃亞（夏日） | Profile名: 可璃亞（夏日） | 聲優: 前田佳織里 | 種族: 人族 | 公會: 幻變少女
ID: 135401 | 遊戲名: 安涅默涅（夏日） | Profile名: 安涅默涅（夏日） | 聲優: 立花日菜 | 種族: 妖魔人 | 公會: ？？？
ID: 135501 | 遊戲名: 埃拉 | Profile名: 埃拉 | 聲優: 松岡由貴 | 種族: 獸人族 | 公會: ？？？
ID: 135601 | 遊戲名: 志那都 | Profile名: 志那都 | 聲優: 皆川純子 | 種族: 魔族 | 公會: ？？？
ID: 135701 | 遊戲名: 日和（薩拉薩利亞） | Profile名: 日和（薩拉薩利亞） | 聲優: 東山奈央 | 種族: 獸人族 | 公會: 破曉之星
ID: 135801 | 遊戲名: 雪野 | Profile名: 雪野 | 聲優: 天野聡美 | 種族: 雪女 | 公會: ？？？
ID: 135901 | 遊戲名: 剎鬼 | Profile名: 剎鬼 | 聲優: 島袋美由利 | 種族: 鬼族 | 公會: ？？？
ID: 136001 | 遊戲名: 阿剌克涅 | Profile名: 阿剌克涅 | 聲優: 遠藤綾 | 種族: 妖魔人 | 公會: ？？？
ID: 136101 | 遊戲名: 櫻 | Profile名: 櫻 | 聲優: 本渡楓 | 種族: 喪屍 | 公會: ？？？
ID: 136201 | 遊戲名: 拿娜 | Profile名: 拿娜 | 聲優: 黒沢ともよ | 種族: 妖魔人 | 公會: ？？？
ID: 136301 | 遊戲名: 美空（聖誕節） | Profile名: 美空（聖誕節） | 聲優: 鬼頭明里 | 種族: 人族 | 公會: 憤怒‧軍團
ID: 136401 | 遊戲名: 優衣（聖誕節） | Profile名: 優衣（聖誕節） | 聲優: 種田梨沙 | 種族: 人族 | 公會: 破曉之星
ID: 136501 | 遊戲名: 靜流（新年） | Profile名: 靜流（新年） | 聲優: 生天目仁美 | 種族: 人族 | 公會: 拉比林斯
ID: 136601 | 遊戲名: 梅杜莎 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 136701 | 遊戲名: 拉比林斯達（始源） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 136801 | 遊戲名: 蘭法（祭服） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 137101 | 遊戲名: 妮諾（夏日） | Profile名: 妮諾（夏日） | 聲優: 佐藤聡美 | 種族: 人族 | 公會: 純白之翼 蘭德索爾分部
ID: 137201 | 遊戲名: 拉比林斯達 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 137301 | 遊戲名: 華音 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 137401 | 遊戲名: 霞（修女） | Profile名: 霞（修女） | 聲優: 水瀬いのり | 種族: 獸人族 | 公會: 哞哞自衛隊
ID: 137501 | 遊戲名: 埃拉 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 137601 | 遊戲名: 可可蘿（嚮導幼君） | Profile名: 可可蘿（嚮導幼君） | 聲優: 伊藤美来 | 種族: 精靈族 | 公會: 美食殿堂
ID: 137801 | 遊戲名: 雪野 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 137901 | 遊戲名: 璃乃（新年） | Profile名: 璃乃（新年） | 聲優: 阿澄佳奈 | 種族: 人族 | 公會: 拉比林斯
ID: 138001 | 遊戲名: 薇歐莉特（黃泉鯨命） | Profile名: 薇歐莉特（黃泉鯨命） | 聲優: 長縄まりあ | 種族: 人族 | 公會: ？？？
ID: 138101 | 遊戲名: 萊拉耶爾（完美帕菲） | Profile名: 萊拉耶爾（完美帕菲） | 聲優: 河瀨茉希 | 種族: 天使族 | 公會: ？？？
ID: 138201 | 遊戲名: 涅妃‧涅羅（鬼面佛心） | Profile名: 涅妃‧涅羅（鬼面佛心） | 聲優: 大久保瑠美 | 種族: 妖魔人 | 公會: ？？？
ID: 138301 | 遊戲名: 貪吃佩可（阿斯特賴亞） | Profile名: 貪吃佩可（阿斯特賴亞） | 聲優: M・A・O | 種族: 人族 | 公會: 美食殿堂
ID: 138601 | 遊戲名: 櫻 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 138701 | 遊戲名: 若菜（冬日） | Profile名: 若菜（冬日） | 聲優: 石見舞菜香 | 種族: 人族 | 公會: 蠻賊三姊妹
ID: 138801 | 遊戲名: 栞（冬日） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 141401 | 遊戲名: 靜流（新年） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 141501 | 遊戲名: 薇歐莉特（黃泉鯨命） | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 170101 | 遊戲名: 吉塔 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 180101 | 遊戲名: 日和（公主） | Profile名: 日和（公主） | 聲優: 東山奈央 | 種族: 獸人族 | 公會: 破曉之星
ID: 180201 | 遊戲名: 優衣（公主） | Profile名: 優衣（公主） | 聲優: 種田梨沙 | 種族: 人族 | 公會: 破曉之星
ID: 180301 | 遊戲名: 怜（公主） | Profile名: 怜（公主） | 聲優: 早見沙織 | 種族: 魔族 | 公會: 破曉之星
ID: 180401 | 遊戲名: 貪吃佩可（公主） | Profile名: 貪吃佩可（公主） | 聲優: M・A・O | 種族: 人族 | 公會: 美食殿堂
ID: 180501 | 遊戲名: 可可蘿（公主） | Profile名: 可可蘿（公主） | 聲優: 伊藤美来 | 種族: 精靈族 | 公會: 美食殿堂
ID: 180601 | 遊戲名: 凱留（公主） | Profile名: 凱留（公主） | 聲優: 立花理香 | 種族: 獸人族 | 公會: 美食殿堂
ID: 180701 | 遊戲名: 初音＆栞 | Profile名: 初音＆栞 | 聲優: 大橋彩香、小清水亞美 | 種族: 精靈族、獸人族 | 公會: 森林守衛、伊麗莎白牧場
ID: 180801 | 遊戲名: 禊＆美美＆鏡華 | Profile名: 禊＆美美＆鏡華 | 聲優: 諸星すみれ、日高里菜、小倉唯 | 種族: 人族、獸人族、精靈族 | 公會: 小小甜心
ID: 180901 | 遊戲名: 秋乃&咲戀 | Profile名: 秋乃＆咲戀 | 聲優: 松嵜麗、堀江由衣 | 種族: 人族、精靈族 | 公會: 墨丘利財團、咲戀育幼院
ID: 181001 | 遊戲名: 安＆古蕾婭 | Profile名: 安＆古蕾婭 | 聲優: 日笠陽子、福原綾香 | 種族: 人族、半人半龍 | 公會: ？？？
ID: 181101 | 遊戲名: 靜流＆璃乃 | Profile名: 靜流＆璃乃 | 聲優: 生天目仁美、阿澄佳奈 | 種族: 人族、人族 | 公會: 拉比林斯
ID: 181201 | 遊戲名: 雪菲（公主） | Profile名: 雪菲（公主） | 聲優: 近藤玲奈 | 種族: 龍人族 | 公會: 美食殿堂
ID: 190801 | 遊戲名: 花凜 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 191201 | 遊戲名: 貝特魯吉烏斯 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 191301 | 遊戲名: 和正 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 191401 | 遊戲名: 可可蘿 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 191501 | 遊戲名: 主角 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 191601 | 遊戲名: 主角 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 191701 | 遊戲名: 主角 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 192701 | 遊戲名: 雪菲 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 192801 | 遊戲名: 角色職階 | Profile名: None | 聲優: None | 種族: None | 公會: None
ID: 192901 | 遊戲名: 角色職階 | Profile名: None | 聲優: None | 種族: None | 公會: None
